Downloaded from wid.world on 19-11-2025 at 13:29:27
Percentile ;Year ;"lpfghg_z_CH
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Switzerland";"lpfghg_z_UY
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Uruguay";"lpfghg_z_GN
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Guinea";"lpfghg_z_SY
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Syrian Arab Republic";"lpfghg_z_MW
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Malawi";"lpfghg_z_MN
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Mongolia";"lpfghg_z_SK
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Slovakia";"lpfghg_z_ZM
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Zambia";"lpfghg_z_ER
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Eritrea";"lpfghg_z_KE
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Kenya";"lpfghg_z_IE
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Ireland";"lpfghg_z_PA
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Panama";"lpfghg_z_GT
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Guatemala";"lpfghg_z_AE
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
United Arab Emirates";"lpfghg_z_ST
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Sao Tome and Principe";"lpfghg_z_LT
Personal carbon footprint (all sectors)
Top 10% | Average per capita group emissions | all ages | individual | Euro € | ppp | constant (2024)
Lithuania";"lpfghg_z_DE
